status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords
965929787545047040,2018-02-20T12:43:02Z,21460496,NJdoc,"RT @BrandonRittiman: DO NOT GET THIS FLU. 😷

5⃣ days of fever. 🤒
Aches 😖 so bad that I could only lie on the couch and *listen* to the #Oly…",Twitter for Android,,,,FALSE,TRUE,0,8,,,,,,,,,,,,,,250861910,BrandonRittiman,en,,,965732981183676416,"DO NOT GET THIS FLU. 😷

5⃣ days of fever. 🤒
Aches 😖 so bad that I could only lie on the couch and *listen* to the #Olympics. 
And I had the flu shot this season. 💉
And my doctor gave me Tamiflu. 💊

DO NOT GET THIS FLU. 😷

That is all.",,,,,,,|,|,|||||||
965929609383632896,2018-02-20T12:42:19Z,21460496,NJdoc,"@NkanyeziKubheka Not to contract it! ;)  Flu shot!  Then rest, fluids &amp; antiviral drugs like tamiflu ... be well :)",Twitter for Android,965888650843250694,57297727,NkanyeziKubheka,FALSE,FALSE,0,0,,,,,,,,,,,,,,57297727,NkanyeziKubheka,en,,,,,,,,,,,|,|,|||||||
965926598040891393,2018-02-20T12:30:21Z,121333842,vipertoxin,"» The CDC’s Fictional Flu Death Stats and Tamiflu’s Lethal Side Effects | Alternative https://t.co/iSTBPJEZTK",Twitter Web Client,,,,FALSE,FALSE,0,0,,,beforeitsnews.com/alternative/20…,https://t.co/iSTBPJEZTK,http://beforeitsnews.com/alternative/2018/02/the-cdcs-fictional-flu-death-stats-and-tamiflus-lethal-side-effects-3596572.html,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965898902686830592,2018-02-20T10:40:18Z,411269532,FeedingBigSexy,Elderberry - The Most Anti-viral Fruit Known to Man https://t.co/BvvadqxGdP,Facebook,,,,FALSE,FALSE,0,0,,,fb.me/8nUnQIAX7,https://t.co/BvvadqxGdP,https://fb.me/8nUnQIAX7,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965889705979064320,2018-02-20T10:03:45Z,49889624,conservat,Elderberry - The Most Anti-viral Fruit Known to Man https://t.co/aclyFKLCAl,Facebook,,,,FALSE,FALSE,0,0,,,fb.me/Hx10Gij1,https://t.co/aclyFKLCAl,https://fb.me/Hx10Gij1,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965869814928498688,2018-02-20T08:44:43Z,4750281908,Project1024,Elderberry - The Most Anti-viral Fruit Known to Man https://t.co/Mba9auIQ9H,Facebook,,,,FALSE,FALSE,0,0,,,fb.me/J06WHMoZ,https://t.co/Mba9auIQ9H,https://fb.me/J06WHMoZ,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965864012180279298,2018-02-20T08:21:40Z,888905537059864576,ashleyandfam,"@AlexandraJurani It's not the B strain doing all that, it's A (that's what I was told from the hospital and clinic anyway) :( either way, this is the WORST right now. 😭  But Felcon is FINALLY feeling better. 3 days on Tamiflu and amoxicillin for strep and he's returning to himself.",Twitter for Android,965862275780358145,517257563,AlexandraJurani,FALSE,FALSE,0,0,,,,,,,,,,,,,,517257563,AlexandraJurani,en,,,,,,,,,,,|,|,|||||||
965855384421445632,2018-02-20T07:47:23Z,768305230614188032,TheERDad,"How to save money on Rx for the family of 5 in the ED with flu: substitute Tamiflu for your typical nightly clove/ginger/seaweed mixture in your essential oil diffuser. 

Equal efficacy, 1/5 the cost.

#Flu2018",Twitter for Android,,,,FALSE,FALSE,5,0,Flu2018,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965851693467480064,2018-02-20T07:32:43Z,2588638992,carinjanel,"@SydneyMartin_ And I need to clarify the reason I was so appalled...
My daughter being turned down for Tamiflu by her own doctor and the Walgreens clinic!",Twitter for iPhone,965814123958284288,993946081,SydneyMartin_,FALSE,FALSE,0,0,,,,,,,,,,,,,,993946081,SydneyMartin_,en,,,,,,,,,,,|,|,|||||||
965847099123286017,2018-02-20T07:14:27Z,432753603,delphotonet,"The flu is kicking my ass. Baby cat trying to cheer me up, so cute. Tamiflu is starting to work as I got my temp down to 100 today after a couple of scary 104 days! Immune system compromised, I leave the house to go to a local camera store to hold the new sony dslr model. #blurg https://t.co/9sWnNFK0uY",Twitter for iPhone,,,,FALSE,FALSE,0,0,blurg,,,,,http://pbs.twimg.com/media/DWdgzysVAAAvorZ.jpg,https://t.co/9sWnNFK0uY,https://twitter.com/delphotonet/status/965847099123286017/photo/1,photo,http://pbs.twimg.com/media/DWdgzysVAAAvorZ.jpg,https://t.co/9sWnNFK0uY,https://twitter.com/delphotonet/status/965847099123286017/photo/1,,,,en,,,,,https://api.twitter.com/1.1/geo/id/5aca79f0ebd329ee.json,Inglewood-Finn Hill,"Inglewood-Finn Hill, WA",city,United States,US,|,|,-122.267304|-122.187208|-122.187208|-122.267304|47.690177|47.690177|47.7509287|47.7509287
965830555005865985,2018-02-20T06:08:43Z,2418430788,Erst_Officer,"RT @DrJaimeFriedman: Very sad news, yet consistent with previous years. Overall the best bet is vaccination, hand washing, stay home when s…",Twitter for Android,,,,FALSE,TRUE,0,18,,,,,,,,,,,,,,812269908,DrJaimeFriedman,en,,,965676439700828160,"Very sad news, yet consistent with previous years. Overall the best bet is vaccination, hand washing, stay home when sick. And don’t wait for Tamiflu. It’s not a miracle and has more side effects than the shot. https://t.co/HrwDqP8Vlc",,,,,,,|,|,|||||||
965824673840705536,2018-02-20T05:45:21Z,128146300,Itsme060602,@ksatnews Another kid who got Tamiflu.  Did they all read the insert which states death as a side effect?,Twitter for iPhone,965817378608119808,16425419,ksatnews,FALSE,FALSE,0,0,,,,,,,,,,,,,,16425419,ksatnews,en,,,,,,,,,,,|,|,|||||||
965819408034811904,2018-02-20T05:24:25Z,2508201108,DrAmithaK,"RT @DrJaimeFriedman: Very sad news, yet consistent with previous years. Overall the best bet is vaccination, hand washing, stay home when s…",Twitter for iPhone,,,,FALSE,TRUE,0,18,,,,,,,,,,,,,,812269908,DrJaimeFriedman,en,,,965676439700828160,"Very sad news, yet consistent with previous years. Overall the best bet is vaccination, hand washing, stay home when sick. And don’t wait for Tamiflu. It’s not a miracle and has more side effects than the shot. https://t.co/HrwDqP8Vlc",,,,,,,|,|,|||||||
965817241420775424,2018-02-20T05:15:49Z,253810773,drninashapiro,"RT @DrJaimeFriedman: Very sad news, yet consistent with previous years. Overall the best bet is vaccination, hand washing, stay home when s…",Twitter for iPhone,,,,FALSE,TRUE,0,18,,,,,,,,,,,,,,812269908,DrJaimeFriedman,en,,,965676439700828160,"Very sad news, yet consistent with previous years. Overall the best bet is vaccination, hand washing, stay home when sick. And don’t wait for Tamiflu. It’s not a miracle and has more side effects than the shot. https://t.co/HrwDqP8Vlc",,,,,,,|,|,|||||||
965815167555719169,2018-02-20T05:07:34Z,583319470,MimiGish,FACT CHECK: Is Tamiflu Causing An Increased Number of Deaths This Flu Season? https://t.co/NTT4Ro3Le8,Facebook,,,,FALSE,FALSE,0,0,,,fb.me/78EFltAuY,https://t.co/NTT4Ro3Le8,https://fb.me/78EFltAuY,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965814342833836032,2018-02-20T05:04:17Z,31205739,theamandabiggs,"Ok, real feedback wanted. I just paid $108 for Tamiflu because insurance doesn't cover it for me here. I already... https://t.co/jsfmPXAdGg",Facebook,,,,FALSE,FALSE,0,0,,,fb.me/SAASmSXM,https://t.co/jsfmPXAdGg,https://fb.me/SAASmSXM,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965813138711965696,2018-02-20T04:59:30Z,41291527,VinnieTortorich,RT @RoxanneJ10: @no_sugar11 @VinnieTortorich At the first sign of the flu run to your doctor and get a prescription for Tamiflu! (A family…,Twitter for iPhone,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,33564707|771829044459343874|41291527,RoxanneJ10|no_sugar11|VinnieTortorich,en,,,965792806508941312,@no_sugar11 @VinnieTortorich At the first sign of the flu run to your doctor and get a prescription for Tamiflu! (A family member had strain A H3N2 ..and fever was gone by day 3).,,,,,,,|,|,|||||||
965803953085612032,2018-02-20T04:23:00Z,77245824,hansmast,"@mBTCPizpie @CarpeNoctom I got nailed by it. Down hard. Absolutely miserable. Tamiflu helped miracle recovery. Take care of yourselves, crypto trading is stressful and hard on your health.",Twitter for iPhone,965798999537020930,2314227612,mBTCPizpie,FALSE,FALSE,0,0,,,,,,,,,,,,,,2314227612|22328981,mBTCPizpie|CarpeNoctom,en,,,,,,,,,,,|,|,|||||||
965802750117265409,2018-02-20T04:18:14Z,86807227,20WR09,Elderberry Extract: Nature’s “Tamiflu” https://t.co/UCMJip9aAA,Twitter Web Client,,,,FALSE,FALSE,0,0,,,healthy-holistic-living.com/elderberry-ext…,https://t.co/UCMJip9aAA,http://www.healthy-holistic-living.com/elderberry-extract-natures-tamiflu.html,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965802557569462273,2018-02-20T04:17:28Z,989894052,CarolLavaine5,Elderberry - The Most Anti-viral Fruit Known to Man https://t.co/tOWrBM7Ek7,Facebook,,,,FALSE,FALSE,0,0,,,fb.me/7XYyXvcpo,https://t.co/tOWrBM7Ek7,https://fb.me/7XYyXvcpo,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965799987178299399,2018-02-20T04:07:15Z,9274492,webaddict,"Leave me flu. This is just never ending. Getting back some life but can't shake the fevers &amp; symptoms. Now @CarisaMackey has it too, luckily, we were able to get her on Tamiflu. Please send me your white blood cells, any will do!!! https://t.co/NApbYRlUH4",Twitter Web Client,,,,FALSE,FALSE,0,0,,,,,,http://pbs.twimg.com/tweet_video_thumb/DWc18fDVoAAtNZh.jpg,https://t.co/NApbYRlUH4,https://twitter.com/webaddict/status/965799987178299399/photo/1,photo,http://pbs.twimg.com/tweet_video_thumb/DWc18fDVoAAtNZh.jpg,https://t.co/NApbYRlUH4,https://twitter.com/webaddict/status/965799987178299399/photo/1,,51466642,CarisaMackey,en,,,,,,,,,,,|,|,|||||||
965799493852577792,2018-02-20T04:05:17Z,720865514390618118,petitedoctor,"RT @DrJaimeFriedman: Very sad news, yet consistent with previous years. Overall the best bet is vaccination, hand washing, stay home when s…",Twitter for iPhone,,,,FALSE,TRUE,0,18,,,,,,,,,,,,,,812269908,DrJaimeFriedman,en,,,965676439700828160,"Very sad news, yet consistent with previous years. Overall the best bet is vaccination, hand washing, stay home when sick. And don’t wait for Tamiflu. It’s not a miracle and has more side effects than the shot. https://t.co/HrwDqP8Vlc",,,,,,,|,|,|||||||
965798230792589317,2018-02-20T04:00:16Z,945805211087581184,topasef,Elderberry Extract: Nature’s “Tamiflu” https://t.co/U9Q0ZbG7MR,Twitter Web Client,,,,FALSE,FALSE,0,0,,,healthy-holistic-living.com/elderberry-ext…,https://t.co/U9Q0ZbG7MR,http://www.healthy-holistic-living.com/elderberry-extract-natures-tamiflu.html,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965797315108798464,2018-02-20T03:56:38Z,33641950,onemoore,Damn the side effects from tamiflu is no joke. 🤢🤮#fluseason,Twitter for iPhone,,,,FALSE,FALSE,0,0,fluseason,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965795664721514496,2018-02-20T03:50:04Z,14232961,readyAIMfire,@MickeyRyan1045 Did you take the Tamiflu? If you’re still running a fever it can be up to 10 days to two weeks. Give your body time and take care buddy! #flupocalypse2018,Twitter for iPhone,965757407879188480,237858893,MickeyRyan1045,FALSE,FALSE,1,0,flupocalypse2018,,,,,,,,,,,,,237858893,MickeyRyan1045,en,,,,,,,,,,,|,|,|||||||
965793540197572611,2018-02-20T03:41:38Z,805474296395075584,biancammartin16,"@AmandaEnsing 1. Urgent care has a higher copay or you end up paying towards your deductible. 2. Pay a higher premium and you’ll end up paying less up front. 3. If you’re past 3 days of feeling ill, Tamiflu won’t have the max effect. Just go to another doctor is my best bet. Sorry to hear this",Twitter for iPhone,965721334759137280,625847281,AmandaEnsing,FALSE,FALSE,0,0,,,,,,,,,,,,,,625847281,AmandaEnsing,en,,,,,,,,,,,|,|,|||||||
965793371020242944,2018-02-20T03:40:57Z,3315233835,ElaineDossBiz,Elderberry - The Most Anti-viral Fruit Known to Man https://t.co/ybweDvS2oK,Facebook,,,,FALSE,FALSE,0,0,,,fb.me/6ETLInvFa,https://t.co/ybweDvS2oK,https://fb.me/6ETLInvFa,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965792984959737857,2018-02-20T03:39:25Z,87561055,Nashville_r5er,"RT @KATVMarine: MORE: @AsaHutchinson says with the increasing challenge with flu in the state and rising number of deaths, “We’re going to…",Twitter for iPhone,,,,FALSE,TRUE,0,5,,,,,,,,,,,,,,3236326592|269992801,KATVMarine|AsaHutchinson,en,,,965705682312925185,"MORE: @AsaHutchinson says with the increasing challenge with flu in the state and rising number of deaths, “We’re going to do away with the preauthorization requirement under Medicaid for Tamiflu, this will hopefully speed up the process"" #arpx #arleg #arnews @KATVNews",,,,,,,|,|,|||||||
965792806508941312,2018-02-20T03:38:43Z,33564707,RoxanneJ10,@no_sugar11 @VinnieTortorich At the first sign of the flu run to your doctor and get a prescription for Tamiflu! (A family member had strain A H3N2 ..and fever was gone by day 3).,Twitter for iPhone,965701065130704897,771829044459343874,no_sugar11,FALSE,FALSE,1,1,,,,,,,,,,,,,,771829044459343874|41291527,no_sugar11|VinnieTortorich,en,,,,,,,,,,,|,|,|||||||
965782115102044160,2018-02-20T02:56:14Z,32437911,BrownBagPantry,"Bizarre hallucinations reported in children taking Tamiflu 

▶️https://t.co/i0y2VdbqDj

Decide on @BoironUSA @OscilloUSA instead of mild altering #rxdrugs #homeopathy #homeopathic homeopath",Twitter Web Client,,,,FALSE,FALSE,1,1,rxdrugs|homeopathy|homeopathic,,theblaze.com/news/2018/01/2…,https://t.co/i0y2VdbqDj,https://www.theblaze.com/news/2018/01/20/bizarre-hallucinations-reported-in-children-taking-tamiflu,,,,,,,,,43492105|17876394,BoironUSA|OscilloUSA,en,,,,,,,,,,,|,|,|||||||
965780733569699840,2018-02-20T02:50:44Z,1173186618,KangenWaterRoz,Elderberry - The Most Anti-viral Fruit Known to Man https://t.co/f7P0wkcGu6,Facebook,,,,FALSE,FALSE,0,0,,,fb.me/7MG4ovttT,https://t.co/f7P0wkcGu6,https://fb.me/7MG4ovttT,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965780076267819009,2018-02-20T02:48:08Z,2351416181,rNPVJeff,@CZEdwards Oseltamivir (Tamiflu) reduces symptoms by about a day. Needs a prescription. Good luck. Here's the CDC link if you get pushback. https://t.co/RrBck2a5ht,Twitter Web Client,965777763641704448,15463315,CZEdwards,FALSE,FALSE,0,0,,,cdc.gov/flu/profession…,https://t.co/RrBck2a5ht,https://www.cdc.gov/flu/professionals/diagnosis/rapidlab.htm,,,,,,,,,15463315,CZEdwards,en,,,,,,,,,,,|,|,|||||||
965779322396139520,2018-02-20T02:45:08Z,43362650,IslandCampus,Diagnosed with the flu or exhibiting flu-like symptoms? Contact the #TAMUCC Health Center to get Tamiflu and/or assistance obtaining an excuse from classes! FMI: https://t.co/9YfAUhu16C https://t.co/IzMUSgViNe,Hootsuite,,,,FALSE,FALSE,4,0,TAMUCC,,ow.ly/HbW330iuQCw,https://t.co/9YfAUhu16C,http://ow.ly/HbW330iuQCw,http://pbs.twimg.com/media/DWcjLLzVwAA6CBh.jpg,https://t.co/IzMUSgViNe,https://twitter.com/IslandCampus/status/965779322396139520/photo/1,photo,http://pbs.twimg.com/media/DWcjLLzVwAA6CBh.jpg,https://t.co/IzMUSgViNe,https://twitter.com/IslandCampus/status/965779322396139520/photo/1,,,,en,,,,,,,,,,,|,|,|||||||
965777809917460480,2018-02-20T02:39:07Z,610898446,sjnews1270,"RT @BrandonRittiman: DO NOT GET THIS FLU. 😷

5⃣ days of fever. 🤒
Aches 😖 so bad that I could only lie on the couch and *listen* to the #Oly…",Twitter for iPhone,,,,FALSE,TRUE,0,8,,,,,,,,,,,,,,250861910,BrandonRittiman,en,,,965732981183676416,"DO NOT GET THIS FLU. 😷

5⃣ days of fever. 🤒
Aches 😖 so bad that I could only lie on the couch and *listen* to the #Olympics. 
And I had the flu shot this season. 💉
And my doctor gave me Tamiflu. 💊

DO NOT GET THIS FLU. 😷

That is all.",,,,,,,|,|,|||||||
965776735894687745,2018-02-20T02:34:51Z,17290031,haybay42,@MickeyRyan1045 2 weeks...and that was after taking Tamiflu....but I am pregnant so that might have been a factor.,Twitter for iPhone,965757407879188480,237858893,MickeyRyan1045,FALSE,FALSE,0,0,,,,,,,,,,,,,,237858893,MickeyRyan1045,en,,,,,,,,,,,|,|,|||||||
965773652464689159,2018-02-20T02:22:36Z,797482686969507840,KLevittMDMPH,RT @HealthNewsRevu: Weekly Digest: Tamiflu is not the lifesaver some news outlets claim - https://t.co/kEAJxUYXFA,Twitter for iPhone,,,,FALSE,TRUE,0,3,,,mailchi.mp/healthnewsrevi…,https://t.co/kEAJxUYXFA,http://mailchi.mp/healthnewsreview/journalists-drop-ball-on-concussion-study-and-problematic-tv-doctors-1220141,,,,,,,,,18926455,HealthNewsRevu,en,,,965526531673153536,Weekly Digest: Tamiflu is not the lifesaver some news outlets claim - https://t.co/kEAJxUYXFA,,,,,,,|,|,|||||||
965769446093742081,2018-02-20T02:05:53Z,49091628,tatzanx,Elderberry - The Most Anti-viral Fruit Known to Man : Healthy Holistic Living https://t.co/n7Eh9RKs3I,Twitter Web Client,,,,FALSE,FALSE,0,0,,,healthy-holistic-living.com/elderberry-ext…,https://t.co/n7Eh9RKs3I,http://www.healthy-holistic-living.com/elderberry-extract-natures-tamiflu.html,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965768856110354432,2018-02-20T02:03:33Z,44209998,cglaeser106,$150 #Tamiflu. I’m not mad. Scared. How many could not buy it Bc utilities and food came first? Terrifying. This country has so many issues and the #Medical system is broken just like #GunReform. How many people have to die in this country for the #lobbyists to lose control?,Twitter for iPhone,,,,FALSE,FALSE,0,0,Tamiflu|Medical|GunReform|lobbyists,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965768486164336641,2018-02-20T02:02:04Z,824057746366545920,ArkieTweets,@JudithStrunk I started symptoms today. Waiting for tamiflu script now! I’m not messing around. Going by the book,Twitter for iPhone,965767957560418304,601424071,JudithStrunk,FALSE,FALSE,1,0,,,,,,,,,,,,,,601424071,JudithStrunk,en,,,,,,,,,,,|,|,|||||||
965767957560418304,2018-02-20T01:59:58Z,601424071,JudithStrunk,"@ArkieTweets If you have influenza go ahead and take Tamiflu. If not, forego it. Seriously.",Twitter for iPhone,965766104072228864,824057746366545920,ArkieTweets,FALSE,FALSE,0,0,,,,,,,,,,,,,,824057746366545920,ArkieTweets,en,,,,,,,,,,,|,|,|||||||
965766810934095873,2018-02-20T01:55:25Z,46461738,jbfremont,my latest nighttime routine #flu #flurecovery #tamiflu #tamiflutotherescue #mucinex… https://t.co/GOeTg4sAEq,Instagram,,,,FALSE,FALSE,0,0,flu|flurecovery|tamiflu|tamiflutotherescue|mucinex,,instagram.com/p/BfZpwWEB2hJ/,https://t.co/GOeTg4sAEq,https://www.instagram.com/p/BfZpwWEB2hJ/,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/6f36fc2e52870eee.json,Newport News,"Newport News, VA",city,United States,US,37.0708|-76.4844,-76.4844|37.0708,-76.62797|-76.387647|-76.387647|-76.62797|36.960216|36.960216|37.220386|37.220386
965766104072228864,2018-02-20T01:52:36Z,824057746366545920,ArkieTweets,"I got the shot, I’ve been on elderberry for a week, and I’m starting tamiflu tonight. Here’s to hoping all that works",Twitter for iPhone,965762284428677120,824057746366545920,ArkieTweets,FALSE,FALSE,5,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965764462862053376,2018-02-20T01:46:05Z,29792625,DJDREK84,Elderberry - The Most Anti-viral Fruit Known to Man https://t.co/ilehEHuWaM,Crowdfire - Go Big,,,,FALSE,FALSE,0,0,,,crwd.fr/2C6GxZV,https://t.co/ilehEHuWaM,http://crwd.fr/2C6GxZV,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
