REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,South Carolina,2017,41,X,1.55515,X,X,X,X,X,X,119,15,7652
States,South Dakota,2017,41,X,1.42037,X,X,X,X,X,X,141,31,9927
States,Tennessee,2017,41,X,0.516129,X,X,X,X,X,X,48,54,9300
States,Texas,2017,41,X,2.22464,X,X,X,X,X,X,654,113,29398
States,Utah,2017,41,X,0.158764,X,X,X,X,X,X,37,38,23305
States,Vermont,2017,41,X,0.732875,X,X,X,X,X,X,49,18,6686
States,Virginia,2017,41,X,1.28371,X,X,X,X,X,X,1141,127,88883
States,Washington,2017,41,X,0.292642,X,X,X,X,X,X,28,51,9568
States,West Virginia,2017,41,X,0.876033,X,X,X,X,X,X,106,30,12100
States,Wisconsin,2017,41,X,1.52994,X,X,X,X,X,X,105,25,6863
States,Wyoming,2017,41,X,1.90931,X,X,X,X,X,X,88,22,4609
States,Puerto Rico,2017,41,X,3.5461,X,X,X,X,X,X,80,4,2256
States,Virgin Islands,2017,41,X,0.601504,X,X,X,X,X,X,4,2,665
States,New York City,2017,41,X,1.43478,X,X,X,X,X,X,1453,75,101270
States,Alabama,2017,42,X,1.83131,X,X,X,X,X,X,710,85,38770
States,Alaska,2017,42,X,3.72405,X,X,X,X,X,X,183,16,4914
States,Arizona,2017,42,X,1.87281,X,X,X,X,X,X,374,45,19970
States,Arkansas,2017,42,X,0.788999,X,X,X,X,X,X,35,17,4436
States,California,2017,42,X,1.58903,X,X,X,X,X,X,819,115,51541
States,Colorado,2017,42,X,0.644714,X,X,X,X,X,X,158,42,24507
States,Connecticut,2017,42,X,1.07159,X,X,X,X,X,X,47,15,4386
States,Delaware,2017,42,X,0.0327869,X,X,X,X,X,X,1,13,3050
States,District of Columbia,2017,42,X,2.0171,X,X,X,X,X,X,302,5,14972
States,Florida,2017,42,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,42,X,2.10223,X,X,X,X,X,X,1022,51,48615
States,Hawaii,2017,42,X,2.44399,X,X,X,X,X,X,36,16,1473
States,Idaho,2017,42,X,0.367647,X,X,X,X,X,X,5,6,1360
States,Illinois,2017,42,X,0.993893,X,X,X,X,X,X,485,82,48798
States,Indiana,2017,42,X,1.34346,X,X,X,X,X,X,69,24,5136
States,Iowa,2017,42,X,0.259217,X,X,X,X,X,X,9,13,3472
States,Kansas,2017,42,X,0.948213,X,X,X,X,X,X,65,31,6855
States,Kentucky,2017,42,X,0.975701,X,X,X,X,X,X,104,33,10659
States,Louisiana,2017,42,X,2.80864,X,X,X,X,X,X,1484,93,52837
States,Maine,2017,42,X,0.797085,X,X,X,X,X,X,35,25,4391
States,Maryland,2017,42,X,0.805459,X,X,X,X,X,X,72,41,8939
States,Massachusetts,2017,42,X,0.807923,X,X,X,X,X,X,279,45,34533
States,Michigan,2017,42,X,1.3493,X,X,X,X,X,X,373,84,27644
States,Minnesota,2017,42,X,1.42129,X,X,X,X,X,X,106,24,7458
States,Mississippi,2017,42,X,2.14188,X,X,X,X,X,X,314,41,14660
States,Missouri,2017,42,X,0.779459,X,X,X,X,X,X,34,19,4362
States,Montana,2017,42,X,0.0586166,X,X,X,X,X,X,2,8,3412
States,Nebraska,2017,42,X,1.82091,X,X,X,X,X,X,206,48,11313
States,Nevada,2017,42,X,0.763787,X,X,X,X,X,X,136,34,17806
States,New Hampshire,2017,42,X,0.454933,X,X,X,X,X,X,16,18,3517
States,New Jersey,2017,42,X,2.07137,X,X,X,X,X,X,552,42,26649
States,New Mexico,2017,42,X,0.933821,X,X,X,X,X,X,161,36,17241
States,New York,2017,42,X,1.36574,X,X,X,X,X,X,186,53,13619
States,North Carolina,2017,42,X,1.01247,X,X,X,X,X,X,160,47,15803
States,North Dakota,2017,42,X,0.413223,X,X,X,X,X,X,3,5,726
States,Ohio,2017,42,X,0.684592,X,X,X,X,X,X,138,64,20158
States,Oklahoma,2017,42,X,1.77271,X,X,X,X,X,X,146,25,8236
States,Oregon,2017,42,X,1.10127,X,X,X,X,X,X,378,77,34324
States,Pennsylvania,2017,42,X,0.926832,X,X,X,X,X,X,587,145,63334
States,Rhode Island,2017,42,X,0.473416,X,X,X,X,X,X,26,23,5492
States,South Carolina,2017,42,X,1.84262,X,X,X,X,X,X,133,15,7218
States,South Dakota,2017,42,X,1.59663,X,X,X,X,X,X,163,32,10209
States,Tennessee,2017,42,X,0.595094,X,X,X,X,X,X,49,49,8234
States,Texas,2017,42,X,2.13774,X,X,X,X,X,X,641,111,29985
States,Utah,2017,42,X,0.223493,X,X,X,X,X,X,52,38,23267
States,Vermont,2017,42,X,0.898156,X,X,X,X,X,X,56,17,6235
States,Virginia,2017,42,X,1.43663,X,X,X,X,X,X,1240,126,86313
States,Washington,2017,42,X,0.431838,X,X,X,X,X,X,44,52,10189
States,West Virginia,2017,42,X,0.693255,X,X,X,X,X,X,85,32,12261
States,Wisconsin,2017,42,X,1.50619,X,X,X,X,X,X,107,25,7104
States,Wyoming,2017,42,X,1.0725,X,X,X,X,X,X,50,22,4662
States,Puerto Rico,2017,42,X,3.60032,X,X,X,X,X,X,89,5,2472
States,Virgin Islands,2017,42,X,0.27972,X,X,X,X,X,X,2,2,715
States,New York City,2017,42,X,1.62815,X,X,X,X,X,X,1684,77,103430
States,Alabama,2017,43,X,2.09091,X,X,X,X,X,X,799,86,38213
States,Alaska,2017,43,X,3.28407,X,X,X,X,X,X,160,17,4872
States,Arizona,2017,43,X,2.10657,X,X,X,X,X,X,408,45,19368
States,Arkansas,2017,43,X,1.35109,X,X,X,X,X,X,70,17,5181
States,California,2017,43,X,1.75192,X,X,X,X,X,X,898,115,51258
States,Colorado,2017,43,X,0.60276,X,X,X,X,X,X,145,42,24056
States,Connecticut,2017,43,X,1.45421,X,X,X,X,X,X,64,17,4401
States,Delaware,2017,43,X,0.104603,X,X,X,X,X,X,3,13,2868
States,District of Columbia,2017,43,X,1.85678,X,X,X,X,X,X,279,5,15026
States,Florida,2017,43,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,43,X,2.36327,X,X,X,X,X,X,1165,51,49296
States,Hawaii,2017,43,X,2.50696,X,X,X,X,X,X,36,15,1436
States,Idaho,2017,43,X,0.444162,X,X,X,X,X,X,7,7,1576
States,Illinois,2017,43,X,1.1252,X,X,X,X,X,X,535,82,47547
States,Indiana,2017,43,X,1.54462,X,X,X,X,X,X,81,23,5244
States,Iowa,2017,43,X,0.295699,X,X,X,X,X,X,11,13,3720
States,Kansas,2017,43,X,1.1929,X,X,X,X,X,X,82,30,6874
States,Kentucky,2017,43,X,1.46052,X,X,X,X,X,X,160,34,10955
States,Louisiana,2017,43,X,3.08264,X,X,X,X,X,X,1594,93,51709
States,Maine,2017,43,X,0.782732,X,X,X,X,X,X,33,24,4216
States,Maryland,2017,43,X,0.906307,X,X,X,X,X,X,74,27,8165
States,Massachusetts,2017,43,X,0.9611,X,X,X,X,X,X,337,44,35064
States,Michigan,2017,43,X,1.38274,X,X,X,X,X,X,375,85,27120
States,Minnesota,2017,43,X,1.24153,X,X,X,X,X,X,88,23,7088
States,Mississippi,2017,43,X,2.80514,X,X,X,X,X,X,467,45,16648
States,Missouri,2017,43,X,0.877785,X,X,X,X,X,X,39,18,4443
States,Montana,2017,43,X,0.0565451,X,X,X,X,X,X,2,8,3537
States,Nebraska,2017,43,X,1.89781,X,X,X,X,X,X,208,48,10960
States,Nevada,2017,43,X,0.614713,X,X,X,X,X,X,124,35,20172
States,New Hampshire,2017,43,X,0.645705,X,X,X,X,X,X,23,17,3562
States,New Jersey,2017,43,X,2.04932,X,X,X,X,X,X,546,42,26643
States,New Mexico,2017,43,X,0.856146,X,X,X,X,X,X,157,40,18338
States,New York,2017,43,X,1.35936,X,X,X,X,X,X,195,55,14345
States,North Carolina,2017,43,X,1.37457,X,X,X,X,X,X,244,48,17751
States,North Dakota,2017,43,X,0.564617,X,X,X,X,X,X,9,8,1594
States,Ohio,2017,43,X,0.7415,X,X,X,X,X,X,152,64,20499
States,Oklahoma,2017,43,X,1.88569,X,X,X,X,X,X,162,25,8591
States,Oregon,2017,43,X,1.08745,X,X,X,X,X,X,387,80,35588
States,Pennsylvania,2017,43,X,0.978687,X,X,X,X,X,X,557,145,56913
States,Rhode Island,2017,43,X,0.622665,X,X,X,X,X,X,35,22,5621
States,South Carolina,2017,43,X,2.71521,X,X,X,X,X,X,176,16,6482
States,South Dakota,2017,43,X,1.85647,X,X,X,X,X,X,201,32,10827
States,Tennessee,2017,43,X,0.643559,X,X,X,X,X,X,57,47,8857
States,Texas,2017,43,X,2.34254,X,X,X,X,X,X,710,111,30309
States,Utah,2017,43,X,0.542289,X,X,X,X,X,X,57,39,10511
States,Vermont,2017,43,X,0.730154,X,X,X,X,X,X,47,17,6437
States,Virginia,2017,43,X,1.61552,X,X,X,X,X,X,1434,128,88764
States,Washington,2017,43,X,0.291595,X,X,X,X,X,X,17,45,5830
States,West Virginia,2017,43,X,0.790368,X,X,X,X,X,X,107,34,13538
States,Wisconsin,2017,43,X,1.79819,X,X,X,X,X,X,121,23,6729
States,Wyoming,2017,43,X,2.01935,X,X,X,X,X,X,96,22,4754
States,Puerto Rico,2017,43,X,5.51257,X,X,X,X,X,X,114,3,2068
States,Virgin Islands,2017,43,X,0.594354,X,X,X,X,X,X,4,2,673
States,New York City,2017,43,X,1.73179,X,X,X,X,X,X,1798,78,103823
States,Alabama,2017,44,X,2.45603,X,X,X,X,X,X,979,86,39861
States,Alaska,2017,44,X,2.76712,X,X,X,X,X,X,137,17,4951
States,Arizona,2017,44,X,2.58309,X,X,X,X,X,X,471,43,18234
States,Arkansas,2017,44,X,1.18,X,X,X,X,X,X,63,16,5339
States,California,2017,44,X,2.01266,X,X,X,X,X,X,941,118,46754
States,Colorado,2017,44,X,0.790138,X,X,X,X,X,X,191,42,24173
States,Connecticut,2017,44,X,1.29244,X,X,X,X,X,X,67,20,5184
States,Delaware,2017,44,X,0.529501,X,X,X,X,X,X,14,13,2644
States,District of Columbia,2017,44,X,1.65856,X,X,X,X,X,X,232,5,13988
States,Florida,2017,44,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,44,X,2.57306,X,X,X,X,X,X,1208,51,46948
States,Hawaii,2017,44,X,2.70979,X,X,X,X,X,X,31,15,1144
States,Idaho,2017,44,X,0.948167,X,X,X,X,X,X,15,7,1582
States,Illinois,2017,44,X,1.17385,X,X,X,X,X,X,549,80,46769
States,Indiana,2017,44,X,1.72414,X,X,X,X,X,X,80,24,4640
States,Iowa,2017,44,X,0.54902,X,X,X,X,X,X,21,13,3825
States,Kansas,2017,44,X,1.26354,X,X,X,X,X,X,84,30,6648
States,Kentucky,2017,44,X,1.6751,X,X,X,X,X,X,182,34,10865
States,Louisiana,2017,44,X,3.64463,X,X,X,X,X,X,1933,93,53037
States,Maine,2017,44,X,0.411765,X,X,X,X,X,X,14,25,3400
States,Maryland,2017,44,X,0.796359,X,X,X,X,X,X,70,28,8790
States,Massachusetts,2017,44,X,0.995875,X,X,X,X,X,X,338,46,33940
States,Michigan,2017,44,X,1.24675,X,X,X,X,X,X,340,86,27271
States,Minnesota,2017,44,X,1.36721,X,X,X,X,X,X,99,24,7241
States,Mississippi,2017,44,X,3.16718,X,X,X,X,X,X,413,38,13040
States,Missouri,2017,44,X,1.1684,X,X,X,X,X,X,92,21,7874
States,Montana,2017,44,X,0.194121,X,X,X,X,X,X,7,8,3606
States,Nebraska,2017,44,X,2.09036,X,X,X,X,X,X,223,48,10668
States,Nevada,2017,44,X,0.945908,X,X,X,X,X,X,167,34,17655
States,New Hampshire,2017,44,X,0.720504,X,X,X,X,X,X,24,18,3331
States,New Jersey,2017,44,X,2.28275,X,X,X,X,X,X,580,33,25408
States,New Mexico,2017,44,X,1.12924,X,X,X,X,X,X,200,39,17711
States,New York,2017,44,X,1.51684,X,X,X,X,X,X,204,53,13449
States,North Carolina,2017,44,X,1.48312,X,X,X,X,X,X,282,49,19014
States,North Dakota,2017,44,X,0.464756,X,X,X,X,X,X,6,7,1291
States,Ohio,2017,44,X,0.728745,X,X,X,X,X,X,162,64,22230
States,Oklahoma,2017,44,X,2.24642,X,X,X,X,X,X,196,25,8725
States,Oregon,2017,44,X,1.2964,X,X,X,X,X,X,454,79,35020
States,Pennsylvania,2017,44,X,1.11055,X,X,X,X,X,X,664,146,59790
States,Rhode Island,2017,44,X,0.514641,X,X,X,X,X,X,29,23,5635
States,South Carolina,2017,44,X,2.97074,X,X,X,X,X,X,198,17,6665
States,South Dakota,2017,44,X,1.87634,X,X,X,X,X,X,193,32,10286
States,Tennessee,2017,44,X,1.1645,X,X,X,X,X,X,111,47,9532
States,Texas,2017,44,X,3.24542,X,X,X,X,X,X,774,76,23849
States,Utah,2017,44,X,0.193697,X,X,X,X,X,X,48,41,24781
States,Vermont,2017,44,X,0.637755,X,X,X,X,X,X,40,17,6272
States,Virginia,2017,44,X,1.68481,X,X,X,X,X,X,1495,130,88734
States,Washington,2017,44,X,0.583542,X,X,X,X,X,X,49,37,8397
States,West Virginia,2017,44,X,0.808548,X,X,X,X,X,X,84,35,10389
States,Wisconsin,2017,44,X,1.56527,X,X,X,X,X,X,106,25,6772
States,Wyoming,2017,44,X,1.89531,X,X,X,X,X,X,84,21,4432
States,Puerto Rico,2017,44,X,7.45763,X,X,X,X,X,X,154,3,2065
States,Virgin Islands,2017,44,X,0.465116,X,X,X,X,X,X,3,2,645
States,New York City,2017,44,X,1.75785,X,X,X,X,X,X,1772,77,100805
States,Alabama,2017,45,X,2.39313,X,X,X,X,X,X,964,84,40282
States,Alaska,2017,45,X,2.97049,X,X,X,X,X,X,149,17,5016
States,Arizona,2017,45,X,2.02104,X,X,X,X,X,X,317,39,15685
States,Arkansas,2017,45,X,1.19928,X,X,X,X,X,X,60,16,5003
States,California,2017,45,X,1.94608,X,X,X,X,X,X,942,121,48405
States,Colorado,2017,45,X,0.899244,X,X,X,X,X,X,220,42,24465
States,Connecticut,2017,45,X,1.35948,X,X,X,X,X,X,61,14,4487
States,Delaware,2017,45,X,0.186081,X,X,X,X,X,X,5,13,2687
States,District of Columbia,2017,45,X,2.23842,X,X,X,X,X,X,304,5,13581
States,Florida,2017,45,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,45,X,3.09381,X,X,X,X,X,X,1466,50,47385
States,Hawaii,2017,45,X,3.84615,X,X,X,X,X,X,41,14,1066
States,Idaho,2017,45,X,0.530705,X,X,X,X,X,X,7,7,1319
States,Illinois,2017,45,X,1.33392,X,X,X,X,X,X,633,81,47454
States,Indiana,2017,45,X,1.28018,X,X,X,X,X,X,70,25,5468
States,Iowa,2017,45,X,0.649351,X,X,X,X,X,X,22,12,3388
States,Kansas,2017,45,X,1.67403,X,X,X,X,X,X,125,31,7467
States,Kentucky,2017,45,X,1.60245,X,X,X,X,X,X,173,33,10796
States,Louisiana,2017,45,X,3.86329,X,X,X,X,X,X,2029,92,52520
States,Maine,2017,45,X,0.52506,X,X,X,X,X,X,22,24,4190
States,Maryland,2017,45,X,1.07304,X,X,X,X,X,X,88,27,8201
States,Massachusetts,2017,45,X,1.20766,X,X,X,X,X,X,441,44,36517
States,Michigan,2017,45,X,1.57866,X,X,X,X,X,X,438,87,27745
States,Minnesota,2017,45,X,1.42363,X,X,X,X,X,X,107,24,7516
States,Mississippi,2017,45,X,4.42296,X,X,X,X,X,X,819,46,18517
States,Missouri,2017,45,X,0.99566,X,X,X,X,X,X,78,21,7834
States,Montana,2017,45,X,0.128164,X,X,X,X,X,X,4,8,3121
States,Nebraska,2017,45,X,2.57595,X,X,X,X,X,X,145,48,5629
States,Nevada,2017,45,X,1.03726,X,X,X,X,X,X,184,34,17739
States,New Hampshire,2017,45,X,0.613497,X,X,X,X,X,X,22,18,3586
States,New Jersey,2017,45,X,2.42165,X,X,X,X,X,X,612,42,25272
States,New Mexico,2017,45,X,1.45385,X,X,X,X,X,X,258,38,17746
States,New York,2017,45,X,1.61887,X,X,X,X,X,X,232,55,14331
States,North Carolina,2017,45,X,1.56343,X,X,X,X,X,X,263,51,16822
States,North Dakota,2017,45,X,0.840336,X,X,X,X,X,X,10,6,1190
States,Ohio,2017,45,X,0.863189,X,X,X,X,X,X,186,68,21548
States,Oklahoma,2017,45,X,2.64264,X,X,X,X,X,X,239,26,9044
States,Oregon,2017,45,X,1.49438,X,X,X,X,X,X,520,80,34797
States,Pennsylvania,2017,45,X,1.21992,X,X,X,X,X,X,762,146,62463
States,Rhode Island,2017,45,X,0.656676,X,X,X,X,X,X,39,23,5939
States,South Carolina,2017,45,X,2.92239,X,X,X,X,X,X,215,17,7357
States,South Dakota,2017,45,X,2.30755,X,X,X,X,X,X,244,32,10574
States,Tennessee,2017,45,X,1.66189,X,X,X,X,X,X,174,54,10470
States,Texas,2017,45,X,3.67219,X,X,X,X,X,X,1109,109,30200
States,Utah,2017,45,X,0.13259,X,X,X,X,X,X,34,38,25643
States,Vermont,2017,45,X,0.668563,X,X,X,X,X,X,47,17,7030
States,Virginia,2017,45,X,1.78649,X,X,X,X,X,X,1571,130,87938
States,Washington,2017,45,X,0.631966,X,X,X,X,X,X,55,51,8703
States,West Virginia,2017,45,X,0.685746,X,X,X,X,X,X,98,35,14291
States,Wisconsin,2017,45,X,1.74763,X,X,X,X,X,X,118,25,6752
States,Wyoming,2017,45,X,1.70482,X,X,X,X,X,X,70,20,4106
States,Puerto Rico,2017,45,X,6.71937,X,X,X,X,X,X,170,4,2530
States,Virgin Islands,2017,45,X,0.15625,X,X,X,X,X,X,1,2,640
States,New York City,2017,45,X,1.70506,X,X,X,X,X,X,1707,74,100114
States,Alabama,2017,46,X,2.74821,X,X,X,X,X,X,1100,86,40026
States,Alaska,2017,46,X,3.41268,X,X,X,X,X,X,162,17,4747
States,Arizona,2017,46,X,2.40829,X,X,X,X,X,X,451,45,18727
States,Arkansas,2017,46,X,2.12528,X,X,X,X,X,X,114,18,5364
States,California,2017,46,X,2.02008,X,X,X,X,X,X,1012,124,50097
States,Colorado,2017,46,X,1.01535,X,X,X,X,X,X,256,42,25213
States,Connecticut,2017,46,X,1.67329,X,X,X,X,X,X,80,19,4781
States,Delaware,2017,46,X,0.106308,X,X,X,X,X,X,3,13,2822
States,District of Columbia,2017,46,X,2.31138,X,X,X,X,X,X,352,5,15229
States,Florida,2017,46,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,46,X,3.18277,X,X,X,X,X,X,1541,51,48417
States,Hawaii,2017,46,X,3.39559,X,X,X,X,X,X,40,14,1178
States,Idaho,2017,46,X,0.646088,X,X,X,X,X,X,9,6,1393
States,Illinois,2017,46,X,1.27778,X,X,X,X,X,X,610,81,47739
States,Indiana,2017,46,X,1.01897,X,X,X,X,X,X,58,25,5692
States,Iowa,2017,46,X,0.449141,X,X,X,X,X,X,17,12,3785
States,Kansas,2017,46,X,2.00135,X,X,X,X,X,X,148,31,7395
States,Kentucky,2017,46,X,2.17625,X,X,X,X,X,X,243,35,11166
States,Louisiana,2017,46,X,4.18301,X,X,X,X,X,X,2303,93,55056
States,Maine,2017,46,X,0.805048,X,X,X,X,X,X,37,25,4596
States,Maryland,2017,46,X,1.97863,X,X,X,X,X,X,150,26,7581
States,Massachusetts,2017,46,X,1.27454,X,X,X,X,X,X,472,46,37033
States,Michigan,2017,46,X,1.51033,X,X,X,X,X,X,394,88,26087
States,Minnesota,2017,46,X,1.64262,X,X,X,X,X,X,115,23,7001
States,Mississippi,2017,46,X,5.31548,X,X,X,X,X,X,1080,47,20318
States,Missouri,2017,46,X,1.26502,X,X,X,X,X,X,100,21,7905
States,Montana,2017,46,X,0.108196,X,X,X,X,X,X,4,7,3697
States,Nebraska,2017,46,X,2.63039,X,X,X,X,X,X,232,48,8820
States,Nevada,2017,46,X,0.913967,X,X,X,X,X,X,167,34,18272
States,New Hampshire,2017,46,X,0.375171,X,X,X,X,X,X,11,14,2932
States,New Jersey,2017,46,X,2.4597,X,X,X,X,X,X,647,42,26304
States,New Mexico,2017,46,X,1.50014,X,X,X,X,X,X,427,39,28464
States,New York,2017,46,X,1.61677,X,X,X,X,X,X,236,55,14597
States,North Carolina,2017,46,X,1.83144,X,X,X,X,X,X,354,51,19329
States,North Dakota,2017,46,X,0.45283,X,X,X,X,X,X,6,7,1325
